# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         
163                     	smoothSolver	4.1554813003004314e-06	1.1508084561954640e-07	2	2.1627816552696940e-05	8.4508601089302740e-07	2	false	smoothSolver	7.4469818683221956e-08	3.5609925371794591e-09	2	true	GAMG	8.0687583320757093e-06	8.0249981297539602e-07	59	true	smoothSolver	3.9701623929669950e-10	6.3684884854484625e-11	1	true
164                     	smoothSolver	4.1098143552382573e-06	1.1334993874656990e-07	2	2.1453188174672140e-05	8.3271714979841976e-07	2	false	smoothSolver	7.5713678007037264e-08	3.6301263398830238e-09	2	true	GAMG	7.7180645593944172e-06	7.7066483239046006e-07	63	true	smoothSolver	3.9815435846958750e-10	6.3658915651365484e-11	1	true
165                     	smoothSolver	4.0681224767296408e-06	1.1191241001012191e-07	2	2.1260438065502242e-05	8.2012363511718179e-07	2	false	smoothSolver	7.7069841315473047e-08	3.7102470924818270e-09	2	true	GAMG	7.6938893557725988e-06	7.6759464609473579e-07	64	true	smoothSolver	3.9624905987100548e-10	6.3599678671917455e-11	1	true
166                     	smoothSolver	4.0250313766945881e-06	1.1083987101879120e-07	2	2.1062132444599510e-05	8.0632989711930601e-07	2	false	smoothSolver	7.8550097788103336e-08	3.7947163179298751e-09	2	true	GAMG	7.7650759399832473e-06	7.7225622339479805e-07	66	true	smoothSolver	3.9219175199262129e-10	6.3651161864905050e-11	1	true
167                     	smoothSolver	3.9844926924694552e-06	1.1007275113497340e-07	2	2.0849947504345101e-05	7.9237279165158370e-07	2	false	smoothSolver	7.9985447147851776e-08	3.8814572890833222e-09	2	true	GAMG	7.7466498616115553e-06	7.7407421205361229e-07	69	true	smoothSolver	3.8937083033738598e-10	6.3775474204729189e-11	1	true
168                     	smoothSolver	3.9446702622072974e-06	1.0962908978457020e-07	2	2.0628638371012420e-05	7.7803102494446217e-07	2	false	smoothSolver	8.1558236450933319e-08	3.9700452861438203e-09	2	true	GAMG	7.4103054903281764e-06	7.3532417991977361e-07	75	true	smoothSolver	3.8862854677961039e-10	6.3977368301455054e-11	1	true
169                     	smoothSolver	3.9093214894717774e-06	1.0945994712881150e-07	2	2.0393458285819110e-05	7.6360882512102186e-07	2	false	smoothSolver	8.3126177796855317e-08	4.0618233847011434e-09	2	true	GAMG	7.3738668255067096e-06	7.3396005462437025e-07	75	true	smoothSolver	3.8952470503373448e-10	6.4257020716290891e-11	1	true
170                     	smoothSolver	3.8716024843009258e-06	1.0960187869071430e-07	2	2.0155467885732572e-05	7.4839234534799584e-07	2	false	smoothSolver	8.4748975706799472e-08	4.1559935818532081e-09	2	true	GAMG	7.2261855807775002e-06	7.2191284687325977e-07	79	true	smoothSolver	3.8773813516411011e-10	6.4479393344073309e-11	1	true
171                     	smoothSolver	3.8395587488865863e-06	1.1008299939768930e-07	2	1.9906298397686611e-05	7.3394578144771189e-07	2	false	smoothSolver	8.6481024834220674e-08	4.2558400741365294e-09	2	true	GAMG	7.2564656692510951e-06	7.2125416803461089e-07	81	true	smoothSolver	3.8565172052932059e-10	6.4709162013931838e-11	1	true
172                     	smoothSolver	3.8055446734447660e-06	1.1090474290838500e-07	2	1.9656433193844399e-05	7.1891903847206294e-07	2	false	smoothSolver	8.8284292954117445e-08	4.3552152338300632e-09	2	true	GAMG	7.1908414983885241e-06	7.1744682448899956e-07	84	true	smoothSolver	3.8518957413498142e-10	6.4978143437676693e-11	1	true
173                     	smoothSolver	3.7766781062216018e-06	1.1208394524506660e-07	2	1.9396592060675109e-05	7.0470523483090145e-07	2	false	smoothSolver	9.0163300812956376e-08	4.4557260455671902e-09	2	true	GAMG	7.2591834870323683e-06	7.2275662103136581e-07	85	true	smoothSolver	3.8561291052933998e-10	6.5271834132601030e-11	1	true
174                     	smoothSolver	3.7490640015032930e-06	1.1354261698137450e-07	2	1.9135425591395590e-05	6.9033339847270538e-07	2	false	smoothSolver	9.2019632568466656e-08	4.5705631716515499e-09	2	true	GAMG	7.1423457394862242e-06	7.1214070626702480e-07	88	true	smoothSolver	3.8552494991227342e-10	6.5554973990702643e-11	1	true
175                     	smoothSolver	3.7211024030741499e-06	1.1528954338181760e-07	2	1.8873823120268831e-05	6.7585198919634549e-07	2	false	smoothSolver	9.3982745688750154e-08	4.6896217785601596e-09	2	true	GAMG	7.2570011462854779e-06	7.2468916618303303e-07	87	true	smoothSolver	3.8784850816145289e-10	6.5933197008392499e-11	1	true
176                     	smoothSolver	3.6955823552490852e-06	1.1738253584651020e-07	2	1.8606919410778340e-05	6.6219988627783432e-07	2	false	smoothSolver	9.6013344884328527e-08	4.8133823196396799e-09	2	true	GAMG	7.2074041228791856e-06	7.2012096297206021e-07	90	true	smoothSolver	3.8701602077514669e-10	6.6284478122691334e-11	1	true
177                     	smoothSolver	3.6741365029393529e-06	1.1982303715161371e-07	2	1.8334927948165181e-05	6.4931349345113292e-07	2	false	smoothSolver	9.8017234738361398e-08	4.9332670017046349e-09	2	true	GAMG	7.2896392718099493e-06	7.2437262796303953e-07	90	true	smoothSolver	3.8776444409025592e-10	6.6683014825192604e-11	1	true
178                     	smoothSolver	3.6524821211996309e-06	1.2247858372698039e-07	2	1.8065764790529979e-05	6.3661590772197199e-07	2	false	smoothSolver	1.0010597521271430e-07	5.0601513285030207e-09	2	true	GAMG	7.3391691800146998e-06	7.3023271725147974e-07	90	true	smoothSolver	3.8841254451472702e-10	6.7102657755623901e-11	1	true
179                     	smoothSolver	3.6324649692840011e-06	1.2535711139875310e-07	2	1.7798142389241309e-05	6.2456774994852796e-07	2	false	smoothSolver	1.0228060247127840e-07	5.1891730725396558e-09	2	true	GAMG	7.4285491730324732e-06	7.4054020184456816e-07	89	true	smoothSolver	3.8864533443337539e-10	6.7461089313907204e-11	1	true
180                     	smoothSolver	3.6163273354382021e-06	1.2843784199852869e-07	2	1.7533863547972021e-05	6.1340474082088426e-07	2	false	smoothSolver	1.0441950955514550e-07	5.3118008642288971e-09	2	true	GAMG	7.3843465703585210e-06	7.3191316606261674e-07	90	true	smoothSolver	3.8885224970389798e-10	6.7859846102218819e-11	1	true
181                     	smoothSolver	3.5972224431433830e-06	1.3158316618698759e-07	2	1.7270766671475971e-05	6.0262965597168873e-07	2	false	smoothSolver	1.0666535870957140e-07	5.4393056909242279e-09	2	true	GAMG	7.4361609044058411e-06	7.4294487042397995e-07	87	true	smoothSolver	3.8936153611842729e-10	6.8250901682544651e-11	1	true
182                     	smoothSolver	3.5793521376854050e-06	1.3463216191213999e-07	2	1.7007754331537268e-05	5.9320046744289616e-07	2	false	smoothSolver	1.0887355484961970e-07	5.5630410128475457e-09	2	true	GAMG	7.4320607488155096e-06	7.3838993340829043e-07	87	true	smoothSolver	3.9044833588393379e-10	6.8703404388366577e-11	1	true
183                     	smoothSolver	3.5659354607623842e-06	1.3757011861829701e-07	2	1.6742576514645271e-05	5.8521005082933785e-07	2	false	smoothSolver	1.1116708777861860e-07	5.6752932833418013e-09	2	true	GAMG	7.5000386183016033e-06	7.4886730914694289e-07	83	true	smoothSolver	3.9141629277241778e-10	6.9069774374504716e-11	1	true
184                     	smoothSolver	3.5456837197870631e-06	1.4028326598515170e-07	2	1.6486784915769999e-05	5.7731933549689982e-07	2	false	smoothSolver	1.1342631103988400e-07	5.7926521537070431e-09	2	true	GAMG	7.5323632606512906e-06	7.4853368458659934e-07	82	true	smoothSolver	3.9260080694941648e-10	6.9410283692298536e-11	1	true
185                     	smoothSolver	3.5295745925992468e-06	1.4288608517887040e-07	2	1.6226936365580139e-05	5.7105895452989132e-07	2	false	smoothSolver	1.1575160944925520e-07	5.9243327214815720e-09	2	true	GAMG	7.6787422048649605e-06	7.6399138897842301e-07	78	true	smoothSolver	3.9440490913034651e-10	6.9796616267402579e-11	1	true
186                     	smoothSolver	3.5081951990921819e-06	1.4520847507007561e-07	2	1.5973066042871639e-05	5.6574142046577055e-07	2	false	smoothSolver	1.1813566134451480e-07	6.0549839720710020e-09	2	true	GAMG	7.8207645363081072e-06	7.7648754920799999e-07	76	true	smoothSolver	3.9578749563934340e-10	7.0303911137305023e-11	1	true
187                     	smoothSolver	3.4838121578046050e-06	1.4738970807191990e-07	2	1.5723729519353081e-05	5.6114079001865523e-07	2	false	smoothSolver	1.2039878022275430e-07	6.1812685624598229e-09	2	true	GAMG	7.9210143665480200e-06	7.8663143413471838e-07	74	true	smoothSolver	3.9869930338928008e-10	7.0786218421989353e-11	1	true
188                     	smoothSolver	3.4567477742799831e-06	1.4940254721140071e-07	2	1.5478253184971222e-05	5.5784218401260057e-07	2	false	smoothSolver	1.2275702162655489e-07	6.3058162830408466e-09	2	true	GAMG	8.0508991414848989e-06	8.0050125172227652e-07	72	true	smoothSolver	4.0179640285456869e-10	7.1373405199332461e-11	1	true
189                     	smoothSolver	3.4257597887339381e-06	1.5119537316056071e-07	2	1.5236041509770079e-05	5.5561227429519265e-07	2	false	smoothSolver	1.2509191988997780e-07	6.4196947808326561e-09	2	true	GAMG	8.1737500539966405e-06	8.1215404757548604e-07	71	true	smoothSolver	4.0371883531308859e-10	7.1917158589577928e-11	1	true
190                     	smoothSolver	3.3941582304636001e-06	1.5278998792637059e-07	2	1.5001093265234449e-05	5.5404723407507479e-07	2	false	smoothSolver	1.2734339021029699e-07	6.5342118033822254e-09	2	true	GAMG	8.1793742954117669e-06	8.1475494366270931e-07	70	true	smoothSolver	4.0531012436894382e-10	7.2418679828557029e-11	1	true
191                     	smoothSolver	3.3551561737339310e-06	1.5420980776610500e-07	2	1.4770692263177860e-05	5.5320031980262878e-07	2	false	smoothSolver	1.2960015009482871e-07	6.6349921773738362e-09	2	true	GAMG	8.3355270096445498e-06	8.2623667064764082e-07	68	true	smoothSolver	4.0704563153235491e-10	7.2908752603702222e-11	1	true
192                     	smoothSolver	3.3147589836214778e-06	1.5544626041239201e-07	2	1.4541716247764000e-05	5.5350686824319502e-07	2	false	smoothSolver	1.3173155898117140e-07	6.7432040623795190e-09	2	true	GAMG	8.4328874291556408e-06	8.3299159776313372e-07	67	true	smoothSolver	4.1025701790381881e-10	7.3421096658365964e-11	1	true
193                     	smoothSolver	3.2706607463452328e-06	1.5652770116799751e-07	2	1.4321487505302790e-05	5.5465037450255305e-07	2	false	smoothSolver	1.3395441306443861e-07	6.8284177626769101e-09	2	true	GAMG	8.4557695410801047e-06	8.3659460467174591e-07	66	true	smoothSolver	4.1387257241053098e-10	7.3983906103975368e-11	1	true
194                     	smoothSolver	3.2282230797666328e-06	1.5754279565206639e-07	2	1.4095306075617079e-05	5.5668689625904386e-07	2	false	smoothSolver	1.3600688522788420e-07	6.9015041843747066e-09	2	true	GAMG	8.5984330702242516e-06	8.5000744078511071e-07	65	true	smoothSolver	4.1648102112842908e-10	7.4380951239770404e-11	1	true
195                     	smoothSolver	3.1851978129974780e-06	1.5833559086839720e-07	2	1.3889446639050580e-05	5.5897710312324787e-07	2	false	smoothSolver	1.3810672046117579e-07	6.9750493455492997e-09	2	true	GAMG	8.5775022236019403e-06	8.5676605444222488e-07	65	true	smoothSolver	4.1852226797939768e-10	7.4832321147413722e-11	1	true
196                     	smoothSolver	3.1347720862827771e-06	1.5893132049222620e-07	2	1.3691794650592969e-05	5.6126910145639423e-07	2	false	smoothSolver	1.4006923445720301e-07	7.0448483597199438e-09	2	true	GAMG	8.6377838405301320e-06	8.5789662657756912e-07	66	true	smoothSolver	4.2021817710183989e-10	7.5288721782729049e-11	1	true
197                     	smoothSolver	3.0886091909252870e-06	1.5939601889985871e-07	2	1.3492155745727230e-05	5.6429387003035569e-07	2	false	smoothSolver	1.4210339563692940e-07	7.1142436884342333e-09	2	true	GAMG	8.7287640449198852e-06	8.6238567417484106e-07	67	true	smoothSolver	4.2096349563061832e-10	7.5573605826350754e-11	1	true
198                     	smoothSolver	3.0436600081226829e-06	1.5967297512809930e-07	2	1.3317861413504930e-05	5.6742379292847683e-07	2	false	smoothSolver	1.4414572359297719e-07	7.1530740461564971e-09	2	true	GAMG	8.7479195924694482e-06	8.7151197404440111e-07	67	true	smoothSolver	4.2134333725800893e-10	7.5875961800971487e-11	1	true
199                     	smoothSolver	2.9941396822829751e-06	1.5967319051867301e-07	2	1.3157387594373759e-05	5.7063614965076434e-07	2	false	smoothSolver	1.4591691682538671e-07	7.1767586907966821e-09	2	true	GAMG	8.7836005585465969e-06	8.7694397355441650e-07	69	true	smoothSolver	4.2202645981715461e-10	7.6098577993219543e-11	1	true
200                     	smoothSolver	2.9526373815757798e-06	1.5960272915772529e-07	2	1.3009053973508760e-05	5.7314474110071005e-07	2	false	smoothSolver	1.4764128977201141e-07	7.1829630813496219e-09	2	true	GAMG	8.8399234187634629e-06	8.7987864407563800e-07	71	true	smoothSolver	4.2421127030526619e-10	7.6331023418158126e-11	1	true
201                     	smoothSolver	2.9110308963910518e-06	1.5929643829951421e-07	2	1.2891093928809699e-05	5.7502110195601072e-07	2	false	smoothSolver	1.4931470628486610e-07	7.1870519779716130e-09	2	true	GAMG	8.8918213323543334e-06	8.8830153339700517e-07	72	true	smoothSolver	4.2269631414178158e-10	7.6390806645704586e-11	1	true
202                     	smoothSolver	2.8778027933594652e-06	1.5890261433105010e-07	2	1.2776422190169121e-05	5.7499290568045046e-07	2	false	smoothSolver	1.5090418851029691e-07	7.1814448249124031e-09	2	true	GAMG	9.0298417796664857e-06	8.9734971359216041e-07	74	true	smoothSolver	4.2250855446421862e-10	7.6358365162232983e-11	1	true
203                     	smoothSolver	2.8532858091876389e-06	1.5820287017952790e-07	2	1.2695319234524289e-05	5.7395889637117588e-07	2	false	smoothSolver	1.5219069773176831e-07	7.1882395021109821e-09	2	true	GAMG	9.1268462260867237e-06	9.0784649233794338e-07	76	true	smoothSolver	4.2547817212353737e-10	7.6433681621484046e-11	1	true
204                     	smoothSolver	2.8360313284373940e-06	1.5735599457351111e-07	2	1.2635183900722911e-05	5.7233014341793779e-07	2	false	smoothSolver	1.5347246430434781e-07	7.2000807761558034e-09	2	true	GAMG	9.1458767947179454e-06	9.0702354881715623e-07	79	true	smoothSolver	4.2208151494867239e-10	7.6255740472902013e-11	1	true
205                     	smoothSolver	2.8243140318845290e-06	1.5642467141389719e-07	2	1.2611541106671060e-05	5.7152151908744893e-07	2	false	smoothSolver	1.5503865231851980e-07	7.2173030915714142e-09	2	true	GAMG	8.9557330830611536e-06	8.8790700135625654e-07	82	true	smoothSolver	4.2103402256958938e-10	7.6051134852799359e-11	1	true
206                     	smoothSolver	2.8127604595215409e-06	1.5530827750543081e-07	2	1.2607059934069849e-05	5.7328302299162043e-07	2	false	smoothSolver	1.5627026885854701e-07	7.2370662300713994e-09	2	true	GAMG	8.9260518718716888e-06	8.8924123331280563e-07	83	true	smoothSolver	4.1895790831544499e-10	7.5862640411803282e-11	1	true
207                     	smoothSolver	2.8052665331939999e-06	1.5414020563767219e-07	2	1.2615010246868501e-05	5.7465870893752900e-07	2	false	smoothSolver	1.5723603902075731e-07	7.2327322949590290e-09	2	true	GAMG	8.7351821829502208e-06	8.6863507318416328e-07	86	true	smoothSolver	4.1869465854067582e-10	7.5661386571163869e-11	1	true
208                     	smoothSolver	2.7990593544009898e-06	1.5286287437330259e-07	2	1.2629234844092170e-05	5.7537113524411896e-07	2	false	smoothSolver	1.5791442295991159e-07	7.2209074824445764e-09	2	true	GAMG	8.7289182788417178e-06	8.7127773694817752e-07	86	true	smoothSolver	4.1562803736085688e-10	7.5342668219844093e-11	1	true
209                     	smoothSolver	2.7935492172386521e-06	1.5138026174096310e-07	2	1.2646054759400591e-05	5.7657386279069177e-07	2	false	smoothSolver	1.5864153129649551e-07	7.1954700282322047e-09	2	true	GAMG	8.6770453166028873e-06	8.6297910812012056e-07	88	true	smoothSolver	4.1295327295736471e-10	7.4968489047835028e-11	1	true
210                     	smoothSolver	2.7877023184321399e-06	1.4965690525365201e-07	2	1.2660063343241819e-05	5.7809397620280307e-07	2	false	smoothSolver	1.5900587000530470e-07	7.1508281841698753e-09	2	true	GAMG	8.5854640345362820e-06	8.5487082463722818e-07	89	true	smoothSolver	4.0984895011894750e-10	7.4507918659458172e-11	1	true
211                     	smoothSolver	2.7808725385240979e-06	1.4768906570194541e-07	2	1.2671036865831290e-05	5.7936911155201887e-07	2	false	smoothSolver	1.5889138271222479e-07	7.1082332411736104e-09	2	true	GAMG	8.3821775904705584e-06	8.3397631337627885e-07	90	true	smoothSolver	4.0658369342168560e-10	7.4008123666141505e-11	1	true
212                     	smoothSolver	2.7739158077284179e-06	1.4553499104129040e-07	2	1.2666481482250759e-05	5.8062348193396917e-07	2	false	smoothSolver	1.5833132981862290e-07	7.0763895651999774e-09	2	true	GAMG	8.3452426948808484e-06	8.3360815154657699e-07	89	true	smoothSolver	4.0178512270780571e-10	7.3396572498741427e-11	1	true
213                     	smoothSolver	2.7673621327487541e-06	1.4324320274920591e-07	2	1.2654188967011070e-05	5.8121933363637668e-07	2	false	smoothSolver	1.5792887735942600e-07	7.0580207666345544e-09	2	true	GAMG	8.1417721791071366e-06	8.1175023762621136e-07	90	true	smoothSolver	3.9772502884513879e-10	7.2705279206620265e-11	1	true
214                     	smoothSolver	2.7592875016995851e-06	1.4082701360689250e-07	2	1.2631864035241900e-05	5.8109603592733373e-07	2	false	smoothSolver	1.5736322181245480e-07	7.0604276489904706e-09	2	true	GAMG	8.0803362091925618e-06	8.0160105511107428e-07	89	true	smoothSolver	3.9243537611599239e-10	7.1940075569158989e-11	1	true
215                     	smoothSolver	2.7484796378275950e-06	1.3824978457770550e-07	2	1.2601935432617641e-05	5.8058716794446707e-07	2	false	smoothSolver	1.5673690017798401e-07	7.0881317151238851e-09	2	true	GAMG	7.8620423175023705e-06	7.8140203539780756e-07	89	true	smoothSolver	3.8764364273314609e-10	7.1180151243898582e-11	1	true
216                     	smoothSolver	2.7380704093764632e-06	1.3552418147950780e-07	2	1.2551594301614061e-05	5.7957778466959089e-07	2	false	smoothSolver	1.5609389716308750e-07	7.1461529492678813e-09	2	true	GAMG	7.7258245356839498e-06	7.6617912416457262e-07	88	true	smoothSolver	3.8200781700097688e-10	7.0366992020560188e-11	1	true
217                     	smoothSolver	2.7258169439023552e-06	1.3277281810626441e-07	2	1.2494257187845889e-05	5.7693462744642911e-07	2	false	smoothSolver	1.5542570544816881e-07	7.2201388269982428e-09	2	true	GAMG	7.6574147829053556e-06	7.6117399532383067e-07	86	true	smoothSolver	3.7582217939236258e-10	6.9503195858279859e-11	1	true
218                     	smoothSolver	2.7120317935176571e-06	1.2998579754020539e-07	2	1.2425041875213880e-05	5.7340710976556663e-07	2	false	smoothSolver	1.5521859130010010e-07	7.3019540148985378e-09	2	true	GAMG	7.5623970691229486e-06	7.5572357133797152e-07	84	true	smoothSolver	3.6997591213490950e-10	6.8567291504127663e-11	1	true
219                     	smoothSolver	2.6966914842823131e-06	1.2711633123134179e-07	2	1.2346042996170140e-05	5.6868140416947598e-07	2	false	smoothSolver	1.5495543403844530e-07	7.3768252492442532e-09	2	true	GAMG	7.4217370331004374e-06	7.3640101070919857e-07	83	true	smoothSolver	3.6462070140055258e-10	6.7601385473012838e-11	1	true
220                     	smoothSolver	2.6789593911740321e-06	1.2413383348012969e-07	2	1.2257149288618210e-05	5.6311404468362120e-07	2	false	smoothSolver	1.5466810984772499e-07	7.4295742439298932e-09	2	true	GAMG	7.1357208755967683e-06	7.0522048529499418e-07	81	true	smoothSolver	3.5940940440676048e-10	6.6580170579813296e-11	1	true
221                     	smoothSolver	2.6611692211835941e-06	1.2110807683332400e-07	2	1.2154445199184180e-05	5.5751027192522589e-07	2	false	smoothSolver	1.5426370491443810e-07	7.4529627733642933e-09	2	true	GAMG	6.9449498375828006e-06	6.9447921807219281e-07	77	true	smoothSolver	3.5300710108626590e-10	6.5447769055644545e-11	1	true
222                     	smoothSolver	2.6406922632084510e-06	1.1811939435368700e-07	2	1.2048775339639109e-05	5.5135985552420263e-07	2	false	smoothSolver	1.5356839335469969e-07	7.4521397880143360e-09	2	true	GAMG	6.7765470398874164e-06	6.7358683267167487e-07	75	true	smoothSolver	3.4682869860622572e-10	6.4293185600114741e-11	1	true
223                     	smoothSolver	2.6205694996271321e-06	1.1512254254294090e-07	2	1.1932307023407610e-05	5.4576604368809631e-07	2	false	smoothSolver	1.5283261497724529e-07	7.4273218028228954e-09	2	true	GAMG	6.6188667828371890e-06	6.5824578295349923e-07	72	true	smoothSolver	3.4115558587210388e-10	6.3140991503471543e-11	1	true
224                     	smoothSolver	2.5990527144337368e-06	1.1226515465231899e-07	2	1.1816100097806869e-05	5.3954611139327312e-07	2	false	smoothSolver	1.5189390937267000e-07	7.4017963422504553e-09	2	true	GAMG	6.5571414815815926e-06	6.5019333324540280e-07	69	true	smoothSolver	3.3561153719764751e-10	6.2004935742112962e-11	1	true
225                     	smoothSolver	2.5764036477956450e-06	1.0941156363852780e-07	2	1.1699634217408680e-05	5.3345722955672248e-07	2	false	smoothSolver	1.5088949724484800e-07	7.4700707153776063e-09	2	true	GAMG	6.3206170146464507e-06	6.2390582488986679e-07	68	true	smoothSolver	3.3041447371336448e-10	6.0903991969442444e-11	1	true
226                     	smoothSolver	2.5550448608914901e-06	1.0659586209415220e-07	2	1.1581430959280919e-05	5.2751687196796154e-07	2	false	smoothSolver	1.4971278823509959e-07	7.5707263074169671e-09	2	true	GAMG	6.2350936225052524e-06	6.1604031304998873e-07	64	true	smoothSolver	3.2500971109093501e-10	5.9995742219621129e-11	1	true
227                     	smoothSolver	2.5330185556038060e-06	1.0390542399173830e-07	2	1.1468196647228140e-05	5.2124990766383112e-07	2	false	smoothSolver	1.4836916110725999e-07	7.6765038476789325e-09	2	true	GAMG	6.0887472530456907e-06	6.0858060205936857e-07	61	true	smoothSolver	3.2004798841890168e-10	5.9276639868277950e-11	1	true
228                     	smoothSolver	2.5121318949866298e-06	1.0116565674872140e-07	2	1.1356557650515189e-05	5.1449817113526009e-07	2	false	smoothSolver	1.4686123088268419e-07	7.7617741946275672e-09	2	true	GAMG	5.8480008592716219e-06	5.7385475789544587e-07	60	true	smoothSolver	3.1566567399428168e-10	5.8639178469963538e-11	1	true
229                     	smoothSolver	2.4896298275285178e-06	9.8424887491254145e-08	2	1.1246560734606831e-05	5.0724611061604607e-07	2	false	smoothSolver	1.4517361845190771e-07	7.8009807312584939e-09	2	true	GAMG	5.7952877568093826e-06	5.7104338868457835e-07	54	true	smoothSolver	3.1113566197138137e-10	5.8013806697315552e-11	1	true
230                     	smoothSolver	2.4672141217345670e-06	9.5605224096271469e-08	2	1.1133745073617569e-05	5.0030005392505811e-07	2	false	smoothSolver	1.4332969758437641e-07	7.7930296437435278e-09	2	true	GAMG	5.6695110367231047e-06	5.6354196891142436e-07	51	true	smoothSolver	3.0731191565224602e-10	5.7385035186755583e-11	1	true
231                     	smoothSolver	2.4438203476458902e-06	9.2732200959640959e-08	2	1.1020567288425160e-05	4.9347617974010341e-07	2	false	smoothSolver	1.4127833493292799e-07	7.7915992805119565e-09	2	true	GAMG	5.3952647029054840e-06	5.3529120458143946e-07	49	true	smoothSolver	3.0455346227139692e-10	5.6733732093496499e-11	1	true
232                     	smoothSolver	2.4211808455515769e-06	8.9774348102429099e-08	2	1.0903029404387000e-05	4.8676910318755690e-07	2	false	smoothSolver	1.3902622324937230e-07	7.7490273672757614e-09	2	true	GAMG	5.2286795719667061e-06	5.2261824783684833e-07	45	true	smoothSolver	3.0172468600835369e-10	5.6091949116929848e-11	1	true
233                     	smoothSolver	2.3958902292189358e-06	8.6893959479726395e-08	2	1.0787612611821840e-05	4.7943937305637080e-07	2	false	smoothSolver	1.3665986381658379e-07	7.6908460257588457e-09	2	true	GAMG	5.0831584888092079e-06	4.9930913910616249e-07	43	true	smoothSolver	2.9817754286662988e-10	5.5425096868121079e-11	1	true
234                     	smoothSolver	2.3724231250356938e-06	8.4004594303203172e-08	2	1.0667916217253440e-05	4.7233564120237801e-07	2	false	smoothSolver	1.3402716561372831e-07	7.6280949523459440e-09	2	true	GAMG	4.9447809279508322e-06	4.8686400202730084e-07	40	true	smoothSolver	2.9404781841153280e-10	5.4740866374494602e-11	1	true
235                     	smoothSolver	2.3466216736761608e-06	8.1145603926826727e-08	2	1.0548580262165170e-05	4.6487350886692072e-07	2	false	smoothSolver	1.3135069131240869e-07	7.5412885762152608e-09	2	true	GAMG	4.8843649237872842e-06	4.8350794158765464e-07	38	true	smoothSolver	2.8987463331210071e-10	5.4062629404535397e-11	1	true
236                     	smoothSolver	2.3208217614275169e-06	7.8388089577707961e-08	2	1.0425431876888700e-05	4.5734142550683680e-07	2	false	smoothSolver	1.2851712610068111e-07	7.4379758917813269e-09	2	true	GAMG	4.7687737443092022e-06	4.6771331465694499e-07	38	true	smoothSolver	2.8581697200488609e-10	5.3365981716938102e-11	1	true
237                     	smoothSolver	2.2942439229706928e-06	7.5684454525907957e-08	2	1.0299181731599600e-05	4.4950865439005480e-07	2	false	smoothSolver	1.2561392775421360e-07	7.3220614859045916e-09	2	true	GAMG	4.6326488702994524e-06	4.6197915602667118e-07	36	true	smoothSolver	2.8150364227737091e-10	5.2661157512226513e-11	1	true
238                     	smoothSolver	2.2672624853579922e-06	7.3108474379062988e-08	2	1.0168296871822320e-05	4.4124486062909529e-07	2	false	smoothSolver	1.2263434953351321e-07	7.1883003241897582e-09	2	true	GAMG	4.5051815818538411e-06	4.4517047138497067e-07	36	true	smoothSolver	2.7737231437920102e-10	5.1948972762388402e-11	1	true
239                     	smoothSolver	2.2400337912223682e-06	7.0646888049962293e-08	2	1.0033149443387920e-05	4.3253886490793090e-07	2	false	smoothSolver	1.1963478485874311e-07	7.0490291556151702e-09	2	true	GAMG	4.3730727472201803e-06	4.3583484937478589e-07	34	true	smoothSolver	2.7312120432888560e-10	5.1230492029420617e-11	1	true
240                     	smoothSolver	2.2123352654403859e-06	6.8309268188931122e-08	2	9.8931129967102214e-06	4.2345367648311328e-07	2	false	smoothSolver	1.1660872042912550e-07	6.8967274900121908e-09	2	true	GAMG	4.2511951761519606e-06	4.1584818201964182e-07	34	true	smoothSolver	2.6922634223006951e-10	5.0510554331969957e-11	1	true
241                     	smoothSolver	2.1848171173789960e-06	6.6114170395216613e-08	2	9.7493123602813131e-06	4.1394731313404881e-07	2	false	smoothSolver	1.1358450883630170e-07	6.7306089695276120e-09	2	true	GAMG	4.1225758103241361e-06	4.0693635811540272e-07	32	true	smoothSolver	2.6531140267011458e-10	4.9798887404364563e-11	1	true
242                     	smoothSolver	2.1569845198671268e-06	6.4034941345990726e-08	2	9.6011224595015254e-06	4.0410945040865438e-07	2	false	smoothSolver	1.1059975662100640e-07	6.5614973163446411e-09	2	true	GAMG	4.0056479026892770e-06	3.9326586973040299e-07	32	true	smoothSolver	2.6164562176781753e-10	4.9097804623602652e-11	1	true
243                     	smoothSolver	2.1292761338635491e-06	6.2086229536858086e-08	2	9.4497464539550290e-06	3.9389668412686212e-07	2	false	smoothSolver	1.0763287922045480e-07	6.3825706500419823e-09	2	true	GAMG	3.8860191566247242e-06	3.8124565104952840e-07	32	true	smoothSolver	2.5794062783713699e-10	4.8411540980230062e-11	1	true
244                     	smoothSolver	2.1018124738250772e-06	6.0258922098403886e-08	2	9.2954269628623924e-06	3.8337010901809532e-07	2	false	smoothSolver	1.0476238155616890e-07	6.2014561347222729e-09	2	true	GAMG	3.7743760749959308e-06	3.7261568500339891e-07	32	true	smoothSolver	2.5454592260864231e-10	4.7746512154639909e-11	1	true
